Number Encoding,Letter Encoding,Name,SMILES,FF2 (condense),MFP,OHE,mordred,FF1
0,A,Alanine,CC(C(=O)O)N,"(0.38174005383115966, 0.0, 0.73, 0.743362831858407)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.25, 0.0, 0.3959390862944162, 0.02411575562700965, 0.0, 0.5112443778110944, 0.0, 0.21854514661498162, 0.20969089390142018, 0.5674290438137228, 0.7554768100649237, 0.6169231284714178, 0.1763120095971712, 0.014363948595980832, 0.6215823342145155, 0.8468908083825541, 0.9269390629408076, 0.6360365983869115, 0.7543208551508743, 0.9817181163581868, -0.7366909497305169, 0.16483799433256513, 0.0, 0.5876923076923076, -0.5284984574925402, -0.7571992110453647, -0.6959063149931104, 0.11370305021299827, 0.0, 0.0, 0.39654161369955004, -0.32471149798549936, -0.3411910514072942, -0.6608921325318247, 0.0, 0.0, 0.0, 0.00890579634953476, -0.18493652822248152, -0.47890778265969736, 0.5931633234737647, 0.0, 0.0, 0.0, 0.5934144905805292, -0.4968231511187617, 0.5829779741415031, -0.7343668389747177, 0.24489225396114986, 0.0, 0.0, -0.24481411974871192, 0.22294763656201608, 0.0, 0.0, 0.0, -0.7098035074446648, 0.32196969420681193, 0.0, 0.0, 0.7564302562944367, 0.2701184557095752, 0.8383759443265972, -1.0, 0.4229603272606276, -0.2942028207368305, 0.8230570349558567, 0.08088090459384246, 0.07891353249690677, -0.4123185174715149, 0.8590909908527001, 0.7209673537480111, -0.8861287921962122, 0.27481756452896666, 0.2900538787412487, -0.6052006153087786, 0.6837275512965415, 0.7891164638376982, -0.8414852576467342, -0.4463413428377042, 0.8282828282828288, 0.5909090909090906, 0.2556793225263794, 0.4825204299290313, -0.808552645892457, 0.9184757286447554, -0.6852261911259059, 0.694641805179676, -1.0, -0.31015995635296345, 0.27424127340006843, 0.3240485187743533, -0.5059636170357217, -1.0, 0.9941279549448493, 0.45279316117231894, 0.16628612426186623, -0.4735196190878739, 0.9762510743660165, 0.4965367215143851, 0.6788745362493243, 0.9221112780749735, 0.8225624520967819, 0.8494699606783881, 0.5110764984112616, 0.49584038094775745, 0.7446477632056399, 0.7143633014749602, 0.4149661834710709, 0.9923053247152972, 0.6082849956367743, 0.6268216119539535, 0.8868840025469759, 0.8941966203604214, 0.951721318409584, 0.0, 0.8364671549599113, 0.9041394607140456, 0.616930037947091, 0.5270654099383425, 0.8048038518962601, 1.0, 0.6137821338212528, 0.8715230349576493, 0.43421772112998375, 0.48937948124968217, 0.9199907201606125, 0.12749375358557716, 0.32866897275491075, 0.9759122616617111, -0.9181874282635865, 0.5004795906200993, 0.8878886268888628, 0.9999764812085336, 0.9986503993811042, 0.5061879175303764, 0.5, 0.5, 0.25, 0.6278440115969336, 0.8660254037844386, 0.3790078783461659, 0.2674062818253883, 0.5258496746788809, 0.0, 0.0, 0.816496580927726, 0.7141859761756131, 0.8357635412045185, 0.6923059624902529, 0.0, 0.4356539668928878, 0.3330179045379665, 0.6140761716743093, 0.9928607701740556, 0.0, 0.5, 0.0, 0.0, -0.342361863488624, -0.5673249551166966, -0.7999384662718253, 0.8786174881547688, 0.728720874940561, 0.0, 0.0, 0.0, 0.8831168831168832, 0.82183908045977, 0.641731159873704, 0.6673768400484424, 0.8333333333333328, 0.9263762242485644, -0.6718552036199096, -0.4117647058823529, 0.0, 0.6666666666666666, 0.8688283041021762, 0.6904738346945908, 0.8509218284186252, 0.4888542349095746, 0.506029817647195, 0.7461628048246632, 0.6934389682881413, 0.6455791019395832, 0.7189487407989525, 0.4033333333333333, 1.0, 0.48594330956399007, 0.0, 0.0, 0.0, 0.28708940240695574, 0.0, 0.5123959058910789, 0.0, 0.25835003317702426, 0.0, 0.5778705852636496, 0.34160430615727977, 0.0, 0.49223440528402923, 0.0, 0.0, 0.0, 0.5706658632385097, 0.0, 0.0, 0.0, 0.48594330956399007, 0.4500900628858821, 0.3156133340705931, -0.3855135856470326, 0.0, 0.3643604374702805, 0.8888888888888888, 0.7614856834587242, 0.4282994311417751, 0.40997304259696726, 0.2217886149399632, 0.48692519834189235, 0.5285342205916461, 1.0, 0.4719443047740334, 0.49327852375077696, 0.5103884166226381, 0.0, 0.0, 0.0, 0.2, 0.36, -0.3370213751955049, 0.4957720012527404, 0.0, 1.0, 0.9333333333333338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9106291339793877, 0.6666666666666666, 0.0, 0.6666666666666667)","(0.38174005383115966, 0.0, 0.8527918781725888, 0.8580750407830341, 0.859223300970874, 0.8629921259842521, 0.867579908675799, 0.8457446808510637, 0.8646967340590981, 0.8657407407407406, 0.867579908675799, 0.8657407407407406, 0.8657407407407406, 0.8603531300160512, 0.8589951377633711, 0.8640624999999998, 0.8695652173913043, 0.854515050167224, 0.8596774193548387, 0.8623417721518988, 0.8716814159292036, 0.8685800604229608, 0.8439306358381503, 0.8307210031347962, 0.8040638606676342, 0.8149417409184373, 0.865, 0.8362644026682838, 0.821664464993395, 0.8631525595539787, 0.821664464993395, 0.8631525595539787, 0.85310119695321, 0.8114525139664804, 0.865, 0.821664464993395, 0.73, 0.8307210031347962, 0.8389021479713604, 0.8572938689217758, 0.8612538540596094, 0.8552278820375335)"
1,C,Cysteine,C(C(C(=O)O)N)S,"(0.5536976828752779, 0.0, 0.595, 0.808259587020649)","(1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0)","(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.25, 0.0, 0.44604248918969724, 0.09765392402048352, 0.0, 0.6052903035661655, 0.06427915518824608, 0.0, 0.20969089390142018, 0.5520651541593949, 1.0, 1.0, 1.0, 0.11100076943009617, 0.7503158254934672, 0.8468908083825541, 0.9399955988836316, 0.7272660902767512, 0.604600531791495, 0.9817181163581868, -0.4705973645333784, -0.014990810855191963, 0.0, 0.5967548500881834, -0.35692310824585943, -0.8012891576383638, -0.6629031778000456, 0.27573714823656004, 0.03167053606183618, 0.0, 0.8318550050233255, -1.0, 0.1248809352160829, -0.442171377753989, 0.1731954379089238, 0.0, 0.0, 0.04535395913095552, -0.661686482883898, -0.24507733353290878, 0.5433093583327784, 0.19942132743499896, 0.0, 0.0, 0.5951485686220376, -0.4727606010424533, 0.5048131265946093, -0.6618388058876169, 0.017636801700145723, 0.04650970387386576, 0.0, -0.5971707059309138, 0.3062098817168587, 0.11998824995876163, 0.0, 0.0, -0.8431749350250394, -0.07078849247381447, 0.05524573631399879, 0.0, 0.6288052733780088, 0.2701184557095752, 0.8296752663329484, -0.9049465500485906, 0.4229603272606276, -1.0, 0.6770675959137684, 0.2503811502628519, -0.005172446760814821, -0.9554731294894616, -1.0, 1.0, -1.0, 1.0, 0.16878011915844798, -0.3357992390873286, -0.034742706607099445, 0.6789443957914789, -0.8156339181995019, -0.819733666224092, 0.697069706970697, 0.8044554455445544, 0.5414603960396039, 0.4825204299290313, -0.5780167907937498, 0.8801793688065312, -1.0, -0.6624772854274003, -0.3731996634493822, -0.5489481343929512, 0.27424127340006843, 0.3240485187743533, -0.4831300159860173, -0.13898389402688394, 0.31256849630779565, 0.45279316117231894, 0.4408752468312892, -0.35644397897699137, 0.6639938565773602, 0.4965367215143851, 0.6788745362493243, 0.9005434250608108, 0.8100401858038137, 0.7854733045078115, 0.1728959582558356, 0.49584038094775745, 0.7829249765028519, 0.7025810362055984, 0.4149661834710709, 0.9582460000386003, 0.7293036996007292, 0.6434054141270495, 0.908955051242465, 0.6926859460809867, 0.8067111762682664, 0.4752939286396787, 0.8957653415066965, 0.7584875782399991, 0.8450385428041259, 0.0, 0.7513044660791692, 0.8788169474892172, 0.6800307262636149, 0.8647337291498393, 0.0, 0.48937948124968217, 0.8128272764644826, 0.6907329929259296, 0.32866897275491075, 0.9825197113776939, -0.9172830474872883, 0.275533790903254, 0.824021360325229, 0.9999793463017282, 0.9986503585077529, 1.0, 0.5, 0.5, 0.25, 0.5358983848622454, 0.6123724356957945, 0.2946692552669702, 0.18908479521061275, 0.5032942895198969, 0.18432088917018014, 0.0, 0.727507328237388, 1.0, 0.8357635412045185, 0.6923059624902529, 0.14419487754223206, 0.6826839528168546, 0.3330179045379665, 0.6140761716743093, 0.9778828640353304, 0.25, 0.5, 0.0, 0.0685827037766573, -0.3820873961719032, -0.6331538001196888, -0.8345511883701257, 0.894519482128141, 0.0, 0.23348519362186784, 0.0, 1.0, 0.6666666666666666, 0.812807881773399, 0.8312957489504122, 0.8558527566189168, 0.16483516483516494, 0.8944459795523623, -0.741361962845339, -0.5294117647058824, 0.0, 1.0, 1.0, 0.7644540673380599, 0.9518876101661825, 0.2688045212464534, 0.2782487971987092, 0.9852826148097367, 0.9119239705373988, 0.7959685020120091, 0.8864297969340366, 0.3585185185185185, 1.0, 0.48594330956399007, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5123959058910789, 0.0, 0.25835003317702426, 0.47906023090455474, 0.7720795049715706, 0.0, 0.0, 0.49223440528402923, 0.4479842257419056, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.48594330956399007, 0.4582361896862005, 0.3224120894718266, -0.32620380323979686, 0.0, 0.0, 0.8888888888888888, 0.7614856834587242, 0.6085234425677034, 0.40997304259696726, 0.2217886149399632, 0.48692519834189235, 0.5285342205916461, 1.0, 0.4129217481860509, 0.49669207071503735, 0.6819018722715595, 0.0, 0.0, 0.0, 0.4, 0.6, -0.3892139257371258, 0.7995615408706547, 0.27272727272727276, 0.8333333333333333, 1.0, 0.6666666666666656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.886676775001648, 1.0, 0.0, 0.7061403508771931)","(0.5536976828752779, 0.0, 0.8900169204737732, 0.8939641109298532, 0.894822006472492, 0.8976377952755906, 0.9010654490106544, 0.8847517730496454, 0.8989113530326595, 0.8996913580246914, 0.9010654490106544, 0.8996913580246914, 0.8996913580246914, 0.8956661316211878, 0.8946515397082657, 0.8984375, 0.9025487256371814, 0.8913043478260869, 0.8951612903225807, 0.8971518987341771, 0.9041297935103245, 0.9018126888217524, 0.7658959537572254, 0.7460815047021944, 0.7060957910014513, 0.7224126113776559, 0.7975, 0.7543966040024257, 0.7324966974900925, 0.7947288393309682, 0.7324966974900925, 0.7947288393309682, 0.7796517954298149, 0.7171787709497206, 0.7975, 0.7324966974900925, 0.595, 0.7460815047021944, 0.7583532219570405, 0.7859408033826639, 0.7918807810894142, 0.7828418230563002)"
2,D,Aspartic_Acid,C(C(C(=O)O)N)C(=O)O,"(0.6181527350386492, -1.0, 0.378, 0.8230088495575221)","(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.25, 0.0, 0.9010152284263958, 1.0, 0.0, 1.0, 1.0, 0.0, 0.20969089390142018, 0.8762154076290202, 0.9490704244186562, 0.8034774522961738, 0.8900588470761446, 1.0, 0.7675172452151711, 0.8468908083825541, 1.0, 1.0, 0.8427764988608718, 0.9817181163581868, -1.0, 1.0, 0.2416786393368669, 0.8575, -0.9934076340326341, -0.3385416666666667, -0.6874696159455516, 0.31525947281713346, 0.2851535890667574, 0.0, 0.5142406411755484, -0.4483126025269443, -0.8493673551546028, -0.2448349654712634, -0.3486897656050521, 0.1775677906056473, 0.0, 0.42736061795239544, -0.5085231454736843, -0.48175939116206834, 0.17491084405883894, 0.1050769701876646, 0.25568165238330787, 0.13576086321156378, 0.9237992100244298, -1.0, 0.8574256087389788, -0.5963586660067782, 1.0, -0.48213430134468593, 0.0, -0.38723080059131726, 0.19748891018761391, 0.27554471641178496, 0.07281825667661003, 0.0, -0.8261931420178688, -0.060360435995894426, 0.21013147781196345, 0.0, 0.06708057674834439, 0.2701184557095752, 1.0, -0.8160720351319871, 1.0, -0.6682833199419054, 1.0, -1.0, 0.4501870196090982, -0.5387558964748758, -0.1554866236656507, 0.7447862948292814, -0.8520519162783675, 0.633929698567278, 0.5990287567791792, -0.3880200518768856, 0.9022364199760493, 0.24092225958413244, -0.21534587861118468, -0.34436889476788346, -0.31516422082459816, 0.4292452830188677, 0.6741352201257859, 0.4825204299290313, -0.8449491244078616, 0.9024110999762714, -0.7183005932592873, 0.3961149629794919, -0.7782863392537714, 0.0013389574190368935, 1.0, 0.3240485187743533, -0.6500895934681702, -0.5660493918495357, 0.2705994297935293, 0.9740189034723298, 0.5274769677850528, -0.4908157710216003, 0.6897055834624363, 0.7907366449194019, 0.6788745362493243, 0.8916543794012379, 0.9054716046431097, 0.7502326410662822, 1.0, 1.0233306282024682e-08, 0.793002915451895, 0.7737231988578366, 0.4149661834710709, 0.8407492160352572, 0.6564747891589033, 0.6684175899147142, 0.7694639245097067, 0.964149529338821, 0.7291571352095084, 0.4624244016987573, 0.9198992100820743, 0.8967911738459978, 0.7547532049874438, 0.6088228253498568, 0.946595359993394, 0.6912908982721084, 0.6153105037655936, 0.9020834541305487, 0.7928563299824534, 0.0, 0.9607099325503983, 0.6253786229683479, 0.32866897275491075, 1.0, -0.9274243177798538, 0.9995137294006635, 0.8692260482849915, 0.9983562958164407, 0.998650546951494, 0.8998511198615936, 1.0, 0.0, 0.5, 0.9203727514808783, 0.6123724356957945, 0.4061918381219293, 0.18908479521061275, 0.5569635972020548, 0.15879213639234876, 0.0, 0.6066347301421142, 0.7182335127930839, 0.9760677434251697, 0.6923059624902529, 0.16952811154494984, 0.2675409909971466, 0.3330179045379665, 0.6140761716743093, 0.9885840266416667, 0.25, 0.5, 0.0, -0.19236612034916073, -0.6034669555796315, -1.0, -1.0, 0.898366988962674, 0.0, -0.6548974943052392, 0.0, 0.0, 0.9107142857142859, 0.885057471264368, 0.6638312674784348, 0.5932342181537131, 0.9829059829059815, 1.0, -1.0, -0.5294117647058824, 0.0, 1.0, 0.922233810710079, 0.8140247823509765, 0.8177042600860278, 0.5880098902266181, 0.24346769754887107, 0.8262238963611652, 0.9220181334828276, 0.9882186339727891, 0.8903156193779878, 0.605, 1.0, 0.7148582739099753, 0.0, 0.0, 0.0, 0.0, 0.9718384038664106, 0.5123959058910789, 0.0, 0.25835003317702426, 0.0, 0.9517764148276356, 0.31679138768544046, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7148582739099753, 0.9173757384744851, 0.3157039841426096, -1.0, -0.15962544251090396, 0.0, 0.8888888888888888, 0.7614856834587242, 0.6085234425677034, 0.40997304259696726, 0.36616493558243124, 0.48692519834189235, 0.5285342205916461, 1.0, 0.32500931549833273, 0.9982002841337052, 0.5709061725182737, 0.0, 0.0, 0.0, 0.6, 0.6749999999999999, -0.6528413369634479, 0.7878170999060446, 0.5454545454545455, 0.9375, 0.7000000000000002, 1.0, 0.8053691275167784, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8, 0.0, 0.8815789473684212)","(0.6181527350386492, -1.0, 0.8984771573604061, 0.9021207177814029, 0.9029126213592233, 0.9055118110236221, 0.908675799086758, 0.8936170212765957, 0.906687402799378, 0.9074074074074073, 0.908675799086758, 0.9074074074074073, 0.9074074074074073, 0.9036918138041733, 0.9027552674230146, 0.9062499999999999, 0.9100449775112445, 0.8996655518394648, 0.9032258064516128, 0.9050632911392406, 0.911504424778761, 0.9093655589123866, 0.6404624277456648, 0.6100313479623825, 0.548621190130624, 0.5736806031528444, 0.6890000000000001, 0.6228016979987873, 0.5891677675033025, 0.6847440446021288, 0.5891677675033025, 0.6847440446021288, 0.6615886833514689, 0.5656424581005587, 0.6890000000000001, 0.5891677675033025, 0.378, 0.6100313479623825, 0.6288782816229117, 0.671247357293869, 0.6803699897225076, 0.6664879356568364)"
3,E,Glutamic_Acid,C(CC(=O)O)C(C(=O)O)N,"(0.6933407170791736, -1.0, 0.459, 0.8731563421828908)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.25, 0.0, 0.7932882120699378, 0.7258842443729907, 0.047682331901131754, 0.688146551724138, 0.519097610006701, 1.0, 0.0, 0.5838026508183576, 0.8817533656400071, 0.6907751374637573, 0.6564149449215178, 0.7461012343014335, 0.7308903391001362, 0.7607363763766701, 0.9608405560185671, 0.8748535824442981, 1.0, 0.9932662318451341, -0.9495315117060109, -0.14325065569057055, -1.0, 0.9578947368421052, -0.975932347123483, -0.8659741458910433, -0.8571232343581876, -0.4098664244935586, 0.1980873595145183, 0.07105057571738146, 0.5985332027620378, -0.43809001052110397, -0.6055124129816432, -0.7211082780831668, 0.2566097087204172, -0.4374658838458487, 0.3632449757723742, 0.36960363238693655, -0.7083393927168153, -0.448241678988557, 0.7394190540129696, -0.23268849791757126, 0.06840894454603784, -0.850997617368148, 1.0, -0.8691270023303145, 1.0, -1.0, 0.036578484362169976, 0.9356509354811804, 0.10846717314620292, -0.483623486656916, -0.03878159601334583, 0.1223638075454912, 0.31921703004383195, 0.0916073712066781, -0.9307955541380398, -0.12147168716553802, 0.30849654018916256, 0.07988688241451183, 0.3481732242755643, 1.0, 0.9009216188435341, -0.8069527266441966, 0.9262253377805412, -0.7382800444743445, 0.9249822260875595, -0.41860035122204825, 0.3888532842384391, -0.5336535025179758, 0.0028777705863534705, 0.7571689262478264, -0.7613224038164738, 0.3988627652842985, 0.527647022653235, -0.3324871586976325, -0.09484591379662786, 0.40899175211994726, -0.44313456813456803, -0.19304055926736172, 0.28525555258228524, -0.38118811881188075, 0.22277227722772242, 0.5734391620980278, -0.6435616689720671, 0.9502809285166098, -0.5967867187822713, 0.2563492078658522, -0.5325718262132098, -0.2940046000079964, 0.04231721773998814, 0.7478690921465111, -0.6136755671045776, -0.41775898748898216, -0.031164112786296574, 0.6782037727303283, 0.5343471527609917, -0.3412911601904917, -0.20938529477432635, 0.925303204079202, 0.803474254152879, 0.8998389445523586, 0.7627313555150913, 0.6968233742248047, 0.4612572918730932, 1.0, 0.7661190294853663, 0.7341020689655172, 0.0, 0.8325936041880047, 0.640257020207515, 0.5984467939730203, 0.7924995489286526, 0.8834002166572018, 0.7883873017302391, 0.42646036340342214, 0.9477627430417482, 0.8627059842932898, 0.8435093820352725, 0.6630513999141702, 0.8254759564681888, 0.6916653392224364, 0.5853759872989743, 0.8491524615260758, 0.428889775804771, 0.9006182605373114, 0.9242988029866062, 0.7445582133059717, 0.0, 0.9802830020697041, -0.9279653825448763, 0.9532464936520324, 0.8668182509044021, 0.998465555554507, 0.9986505697165117, 0.8998511198615936, 1.0, 0.0, 0.75, 0.920372751480878, 0.6123724356957945, 0.4061918381219293, 0.18908479521061275, 0.5899173253531362, 0.16481967408379775, 0.0, 0.6361678471913415, 0.6572970327327664, 0.8586007344791714, 0.8164965809277259, 0.2477042013417922, 0.3909146801506622, 0.17462042625086, 0.6140761716743093, 0.9855018125541785, 0.5, 0.5, 0.0, -0.08096104543390754, -0.49573131094257844, -0.8214721723518851, -0.856318744711945, 0.9133804553949024, 0.0, -0.24715261958997717, 0.0, 0.0, 0.8031496062992127, 0.8724137931034482, 0.7507744555093759, 0.6652524809647712, 0.8846153846153836, 0.987841945288754, -0.8439628482972137, -0.6470588235294118, 0.0, 1.0, 0.8923124570698647, 0.8535620831970988, 0.7482529824629698, 0.5941994680184775, 0.3075381442722583, 0.8326242341837659, 0.9095252131704487, 0.9847249721564827, 0.8976722065632373, 0.743593964334705, 1.0, 0.7148582739099753, 0.0, 0.0, 0.0, 0.26623625211682717, 0.0, 0.5123959058910789, 0.0, 0.25835003317702426, 0.0, 0.9517764148276356, 0.633582775370881, 0.0, 0.7368653014306217, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7148582739099753, 0.9311443282097689, 0.32646414769096177, -0.8792860584942727, -0.06718149058719776, 0.0, 0.8888888888888888, 0.7614856834587242, 0.6085234425677034, 0.12932735829742595, 0.2906253019687096, 0.48692519834189235, 0.5285342205916461, 1.0, 0.2937161242722752, 1.0, 0.710795196340377, 0.0, 0.0, 0.0, 0.8, 0.7999999999999999, -0.4268667091467296, 0.7878170999060446, 0.4090909090909091, 0.8333333333333333, 0.7636363636363638, 0.6666666666666656, 0.8053691275167784, 1.0, 0.0, 0.0, 0.0, 0.974479450713876, 1.0, 0.0, 0.9210526315789475)","(0.6933407170791736, -1.0, 0.9272419627749577, 0.929853181076672, 0.93042071197411, 0.9322834645669291, 0.93455098934551, 0.9237588652482268, 0.9331259720062208, 0.9336419753086419, 0.93455098934551, 0.9336419753086419, 0.9336419753086419, 0.9309791332263242, 0.9303079416531606, 0.9328124999999999, 0.9355322338830585, 0.9280936454849498, 0.9306451612903225, 0.9319620253164558, 0.9365781710914454, 0.9350453172205437, 0.6872832369942197, 0.6608150470219436, 0.6074020319303337, 0.6291980808773132, 0.7295, 0.6719223771983021, 0.6426684280052841, 0.7257982767359351, 0.6426684280052841, 0.7257982767359351, 0.7056583242655059, 0.6222067039106146, 0.7295, 0.6426684280052841, 0.459, 0.6608150470219436, 0.6772076372315036, 0.7140591966173362, 0.7219938335046249, 0.7099195710455765)"
