ROG (A),CV (J/K),TAUS (fs)
25.06079987,3.312392178,457442.587
27.08376063,1.968950651,613382.602
23.1650286,4.724839343,376197.092
26.78319212,2.017803134,582880.408
27.21330373,2.750444618,563720.729
25.64673975,4.492465849,537046.162
23.97940908,3.561581882,399774.015
25.11009697,3.147207585,432681.735
26.16124959,2.241676441,508766.945
23.96186491,4.74351388,410461.667
24.09545268,5.166378952,422356.231
24.10798975,4.177236776,422381.518
24.16549813,4.394235994,404494.69
24.04088829,3.375526552,365154.755
25.44064818,3.449120791,491724.161
24.80493257,4.037783425,495561.912
25.80700196,3.001173249,562583.96
26.15209533,3.281925298,531617.195
25.95667313,3.489806509,538814.233
25.95157972,2.765322595,538125.993
30.63746742,1.718931877,1003884.696
27.39336763,2.0905021,675575.537
27.47606431,2.251143495,629179.774
26.78097814,2.435311054,576913.529
26.53385027,3.010428945,581702.323
24.70135037,4.637278815,488994.459
25.16898866,3.871312584,521229.343
23.15873852,4.306545222,340908.082
25.08634868,5.638980678,403641.616
25.14325675,4.951552228,566926.178
25.12678571,4.505348058,541844.867
22.87485366,8.975001352,392783.042
24.18983588,3.816734211,422406.558
24.80066834,5.297156029,426566.648
24.527782,4.22695212,451579.393
24.24737718,3.52558159,383143.826
27.23132149,2.72791389,674546.134
24.54024979,4.764662653,483051.752
25.73139153,3.284338405,585631.772
23.94580882,2.902755899,347327.979
25.47677099,4.136476112,520710.476
24.03876474,5.330705007,482621.937
24.44554888,3.350448838,448558.918
24.48968477,3.953639402,429340.853
26.8032679,2.510823502,548117.435
29.42996364,1.751644412,778868.372
22.88788522,9.512842378,337768.494
22.51871022,9.560138702,318566.789
24.65860276,3.348445144,456799.843
30.65909376,1.824863457,1012878.601
24.18375343,4.46978631,410622.883
25.29027876,4.634535132,506643.557
26.51912536,2.770163163,539411.489
22.51984791,8.285006524,348365.699
24.21114082,6.046001442,508025.743
25.63551579,3.703908519,541037.793
24.30181269,4.498085336,385578.412
29.75551209,1.690160329,1059082.11
25.13748615,3.661989026,488030.232
25.48439758,4.611206311,541887.957
23.96590662,6.6787694,476107.297
24.0142389,7.934452576,360059.984
18.18476863,7.370188033,100546.455
27.6809662,2.531321325,691156.281
26.37652706,3.371967678,602033.412
26.05604114,4.038748754,602539.208
25.34983037,3.971350732,475571.549
24.73108995,4.492481776,449837.688
22.85038665,5.16783778,330846.836
25.27102293,4.494076022,526135.908
26.33534982,3.831486445,605004.648
27.78315569,2.250594079,690116.358
26.72807139,2.43339552,544608.392
25.96261062,4.083452717,557585.056
26.6536793,2.976916016,569871.264
24.98104521,4.703956035,490609.846
25.54891191,2.908653222,523368.72
24.21676465,5.600006805,434670.34
20.93757985,12.15137845,182952.846
29.77186726,2.106227772,882044.626
33.49799666,2.216052791,1237035.196
21.73883967,8.625390216,355340.184
25.26224871,4.80862053,592924.227
28.98153705,2.226256635,834755.911
26.07302744,3.885263422,518416.031
23.29892573,9.800772548,367402.569
24.52840394,5.962767276,450554.983
24.1108038,7.039598512,416383.223
22.60576718,10.9494017,291641.236
25.59790382,4.795293318,581703.391
24.02113236,3.515362978,388820.085
25.26570561,7.896570751,438651.447
24.18041935,6.747547576,462104.238
23.13684464,6.494548255,349855.77
25.37626233,4.763428551,544042.573
25.25210625,5.37444094,471899.721
27.56424133,2.629026173,573723.294
25.47232557,5.334718603,523369.658
26.39378203,4.180086694,594349.486
23.51817893,9.471512117,417528.119
25.59386743,3.776463653,548860.707
24.74714165,5.486641252,445410.911
28.44587914,2.771230032,681999.011
25.69026469,4.407016321,544662.002
25.56871937,4.795442628,524283.405
24.15582124,6.198645778,398202
25.50674813,3.734658934,483044.374
24.80571547,7.548704418,388705.868
25.8527865,6.597599198,522339.51
22.62724663,9.377457909,357754.058
25.53232344,3.525259986,486240.183
26.40634829,5.190351124,509018.833
23.74249924,9.090435254,378403.851
24.73066376,8.257422989,519330.316
28.06521334,2.717694364,679747.051
25.70567175,4.156953791,502020.519
25.50248635,4.848069956,593611.918
27.54455209,4.165780599,698303.861
26.51970286,5.610138939,528959.093
25.09561814,8.132253585,545291.507
25.30527218,7.433775471,535417.675
24.95158332,5.347266227,427531.736
25.97859388,4.505595176,545780.426
29.304148,2.886686001,808757.716
26.54274948,8.318883878,577000.977
28.53166574,4.272418612,811635.893
24.66113988,7.788290571,537645.612
25.23333173,5.393009344,549745.369
25.91450791,6.680698742,604426.483
26.20869913,3.694051229,507062.668
26.18949484,4.490283284,600676.665
27.70661437,4.264473289,625226.489
21.45453588,14.72797201,218247.92
27.40858588,2.816695987,538885.782
25.58666684,6.342311829,573061.457
26.12183416,5.258593418,568244.325
23.68213039,9.878444211,351905.88
27.41128654,3.673470084,717642.831
26.37836538,4.975088836,588991.611
34.83506237,2.159890113,1404609.832
27.48804286,4.369936237,608177.275
25.02845121,4.854874988,466605.721
24.44886112,7.486881524,464994.228
26.97422029,3.648932723,563629.276
25.70149762,8.679892032,553577.948
27.59288731,3.815666919,751857.842
25.3419354,6.605113574,503079.931
26.52869861,3.945474478,548728.379
26.53335976,4.914151774,621025.423
29.24474089,4.767255683,851845.876
27.01215245,4.645000487,615285.077
26.3837033,5.783118721,654174.57
28.91527918,2.529400848,865012.482
25.6196128,8.633900376,500027.16
27.9851139,4.194059968,775857.727
26.38948768,4.688579482,617505.068
25.45742937,4.161870628,481937.084
25.47980122,7.082466007,587956.642
28.25631098,5.214597458,781427.555
27.00340071,3.634829759,646159.921
26.52237734,4.522012754,594840.401
26.17139507,4.336261188,546901.226
26.99810067,4.622532337,648245.976
27.76941879,3.782943712,663033.889
29.48119842,3.423443418,766770.002
25.62604749,6.015911279,555608.426
26.53829045,4.911124626,546462.82
25.72728027,4.252350864,529206.452
27.55912789,5.869485716,736108.005
27.32482827,4.044296977,729528.838
25.9622083,5.016452786,513166.796
26.39230589,6.024635386,564959.143
28.10190972,3.371471247,736545.471
39.56078791,2.65914662,2177238.243
27.69721448,3.769360211,730932.035
26.63412905,6.53613044,633462.829
30.00648547,3.045885028,903913.832
29.97858402,3.928607126,830294.545
25.42225816,8.576421079,480819.869
25.97418738,7.748480582,602049.215
25.90528402,10.19847947,474128.344
28.16155358,4.851731758,895651.641
27.26458417,6.445022468,658837.035
26.8619089,5.225672719,668297.389
25.32100353,10.21298849,414265.166
28.12857675,3.752193386,765924.107
26.97350904,6.618558901,567431.511
26.82386232,6.131557433,604421.136
28.01732161,6.002176918,708200.266
29.75728264,3.680527563,901170.507
26.19359807,10.86866003,456723.315
27.0263773,6.273686302,570855.944
27.36754739,3.829348557,590703.879
28.285468,4.479355616,831382.457
24.9384378,7.536155022,481990.513
25.96393518,7.790360909,648121.339
26.60051954,6.836562695,538446.686
26.42133418,7.396847449,597640.492
25.55557121,9.152148914,575717.516
31.99829089,2.551035809,1243874.4
27.37556776,6.910189494,641005.942
23.97395024,11.77338286,459556.708
27.78981522,4.762204055,703966.576
21.68074722,11.05313276,282521.691
28.25903395,5.426426391,820098.639
27.8065014,5.989105913,812208.683
27.60256582,4.019621543,605498.574
26.29138072,7.591508685,658014.679
36.76587847,2.377678063,1543363.334
26.36164259,7.869523759,530793.209
26.38137544,7.125293764,601729.094
29.19846195,3.670757271,910735.455
26.45849391,7.799735542,640052.555
26.95947162,5.568722547,554492.633
27.04515964,5.857716886,704047.185
26.11136783,9.125670788,605300.79
28.8449311,3.802143569,774792.459
26.41110391,6.779300912,701266.926
29.83967677,3.552305683,788458.616
26.54737765,7.51810801,663893.64
28.59268455,4.728333732,821226.734
27.17593881,6.365686416,649007.72
26.13126576,9.776590181,679470.251
28.26918534,5.670529887,773102.186
23.97974499,16.73132239,378450.437
25.43914778,9.464122692,498051.085
30.21785118,3.295078036,884008.265
26.77371397,7.617448007,620664.53
27.29410944,7.975519419,635481.31
28.82673932,6.210903037,752153.276
26.43207464,9.597762472,472278.488
40.96523636,2.837357756,2793389.528
40.12001595,2.740438294,2284175.076
31.78439916,3.163119643,1052980.265
27.89641375,4.524427587,696217.889
27.39818187,5.339626047,583705.772
29.83795452,4.454594694,927847.848
30.13158708,3.943817285,1089930.965
27.41105981,7.682796765,733087.739
22.16482393,14.82964351,204674.14
28.17729831,4.732630873,683666.922
27.37721315,5.107186227,599280
29.93625194,3.986990583,943205.856
29.91912465,4.369770933,1020731.976
29.57479146,4.102540408,888315.479
23.7085261,17.49451971,392294.53
26.34485434,8.58829387,620249.38
22.66030163,12.77698692,340881.018
36.65441665,2.834768704,1891682.717
26.44105331,8.186801268,584618.874
28.67162099,6.020423568,775155.753
29.06886737,5.450853813,852903.33
33.62648391,2.858329612,1512718.577
27.63491704,6.20114523,729300.681
27.94561862,4.40003559,613807.42
27.98520681,4.809786631,716146.14
28.96840296,5.177310582,863161.667
22.37915928,9.106231259,362000.595
27.99506403,7.420935264,744336.797
35.51082567,2.325175164,1623937.49
29.05476174,4.705544749,745059.619
27.59239877,7.068797666,642919.523
29.11350529,5.337421654,797738.768
31.93607568,2.92527226,931246.981
28.16656955,7.263681063,823574.898
26.47546959,12.11456487,794334.482
27.65824994,6.225392653,732205.348
30.18005219,5.705329203,969742.788
26.7008262,8.993202051,600793.344
41.93731811,2.966076443,2575508.625
31.22087395,3.839033965,911690.16
26.31367781,12.55962313,579551.923
27.01120194,12.59604148,621229.181
28.64537031,6.07353221,888093.142
27.87703517,10.86688526,631402.025
29.75207186,4.368195237,897795.615
30.06484891,3.797486841,832137.965
28.47952071,6.775185684,759131.546
28.31504088,4.586957282,815502.767
31.27561526,4.114192277,1100275.162
27.79848611,7.208294552,613371.195
28.27697738,6.720463364,843426.469
29.30887033,5.390913432,840233.229
30.0592959,7.614345098,789095.454
29.03618329,8.112266371,731867.438
30.19396082,3.76496607,851961.895
25.85014236,10.77196442,652526.117
29.85575087,5.346250669,905178.3
31.11991179,4.035794208,1043012.35
28.31937376,6.166848209,710234.261
26.5323527,12.07679709,582769.961
28.71730262,5.873054239,790681.128
26.79438896,8.04374842,625419.252
29.78335945,5.710572168,1025391.349
27.96595287,7.163801426,731967.46
32.93577766,2.973499602,1232172.052
32.58993909,3.46733165,1563009.956
27.12611565,10.91498256,703511.531
29.11083286,7.032237864,800018.413
28.70874449,7.566342559,869401.148
28.57652358,6.030927038,818663.239
27.74888106,8.129956835,757496.145
31.50124029,5.409793648,1225911.107
30.3616602,4.367508446,1051989.811
32.83067879,6.647635891,1217782.48
28.07373969,8.835644933,682727.417
27.38310848,11.73014051,788739.947
27.2762085,8.479588095,708897.499
42.79874683,3.195806582,2785971.517
32.76509423,3.694820637,1105690.754
29.34088462,8.237245212,946094.924
28.50896263,9.92092222,758749.243
29.05939022,8.704461149,930515.768
28.23904867,8.357788397,738632.783
28.5609086,8.284770837,771888.779
31.28713154,5.102410634,1163706.093
29.24379986,8.25268294,1030329.288
31.35569565,5.775964169,983194.401
29.35408796,6.338107934,829813.98
28.87977406,6.47398074,740768.886
27.6505877,9.709942194,755766.046
28.78543243,8.502333468,786114.949
29.08411542,7.422041471,889346.013
29.92474344,5.403275381,961811.105
26.72351979,14.54173121,578208.459
30.53802138,6.90985507,917720.529
27.77975414,12.10978248,858716.418
25.62113522,15.52780117,538800.9
31.50773556,4.586457904,1158783.22
27.77890333,13.51834257,828945.78
31.00068257,4.349295782,977302.139
28.91485016,7.806802693,851469.954
27.44882639,9.825108718,626870.949
28.01794175,11.15587838,825889.529
30.20021358,7.246171722,1007288.248
30.21478909,7.621463285,895995.293
38.22242287,3.438839217,2145481.875
30.92234014,5.568323431,1088121.407
29.23815316,7.663963112,820331.401
29.28054849,11.92227419,914700.307
28.50283793,10.79319107,745384.648
43.80437056,3.371417225,3652129.706
26.99558131,15.82308504,626987.697
28.41328545,11.93129971,796384.439
31.61915385,3.954336559,1107773.322
27.12848964,10.2076072,645408.524
28.39233101,7.584582988,891025.026
33.77866605,3.976373097,1539802.974
28.63819844,6.796496925,764186.256
28.14644915,11.36127984,815358.986
30.98351061,6.376029273,950025.293
34.27627649,2.990752883,1226701.892
44.25997311,3.435795829,3554287.148
29.94905825,6.161730549,956034.514
29.14779614,5.604863329,739045.346
27.89116616,10.41795725,699916.189
31.65985644,5.624785839,1496934.354
27.03572008,9.721447997,562585.893
28.62496865,8.055381308,728682.242
32.34154959,5.111072696,1373025.654
36.7685458,3.690883991,2123983.94
31.45567119,4.643708059,929230.835
30.02258117,7.310566682,1014014.251
28.47683708,9.08820665,684459.213
28.78307958,10.33186097,968127.341
30.41667585,6.091562015,964789.176
29.76203185,11.0818632,793377.664
28.5347001,11.55209334,848562.371
36.69419314,3.776489478,1976605.293
28.82853361,9.573130854,811020.479
31.83089411,6.66714594,1090840.878
31.16633729,6.897178159,1088974.814
28.54739795,13.23588196,790394.341
31.91538688,6.191536096,1420435.997
28.60102656,10.5699878,1075973.399
27.69061502,10.22281663,604047.818
32.17483162,8.437539577,1440467.405
29.41971652,11.0034775,919059.133
31.56536393,8.020914093,1226476.725
32.41025733,5.262672048,1068871.118
30.81333299,8.388499333,1116632.578
32.49558432,5.699670674,1229817.977
31.27786358,6.028597426,1033184.508
31.1495122,8.164349325,1005290.966
29.12613757,11.41003777,903376.803
29.60159725,10.2512943,820238.327
28.73200115,9.901095443,739601.698
31.77136777,6.713346301,1097728.917
30.45103299,9.377646313,1065842.982
29.20266974,12.23361157,836312.773
33.48845921,4.209785227,1231863.996
28.09682349,15.39541035,716584.544
29.57573938,8.575810131,779155.42
30.43457655,10.16112913,925368.181
30.12883104,8.914463674,911272.494
30.39854075,8.069716568,946001.808
30.61314881,8.633496733,1163833.518
36.47507971,4.28662546,1929544.676
32.53191756,5.848384573,1328719.012
30.54896267,10.61344479,898765.563
32.292335,9.058429302,1332972.325
29.31722275,10.93889631,765261.151
28.93011407,15.73457799,766553.366
29.83610514,7.206457568,800303.232
30.79167891,9.921551273,1243964.335
27.21212946,21.58127848,575539.607
31.08100867,10.32273755,1127651.107
30.62924158,10.48230354,895692.574
31.47170904,8.576548618,1169182.972
32.1469868,11.47875414,1187819.078
37.4996092,2.893521833,1881004.833
33.00767608,5.331074143,1459123.426
31.7619779,8.413844923,1226189.703
31.94931345,9.385739933,1072392.021
28.32938104,18.63743181,820046.787
33.52649281,5.84757631,1261434.756
32.05212614,8.377484626,1132166.9
33.5779712,5.492838046,1478184.326
28.68418118,10.6454065,1002650.364
31.5147026,10.80822022,1266579.397
29.55412019,12.53002987,1058829.411
30.35750072,8.577081178,1097479.016
31.27697827,11.44356751,1055711.604
30.44860358,10.25828443,1094363.973
32.01953466,9.300226238,1455169.569
31.58504361,8.58102103,1134335.436
30.07426574,12.07503242,990757.078
29.53245892,14.295618,968959.411
33.29438782,6.902964806,1406554.712
30.2431703,8.718477497,795573.615
28.30455052,13.24012841,821443.417
31.93948606,8.809318301,947636.255
33.96827255,5.301098414,1334160.56
28.14659624,22.84059809,755356.908
29.65928219,13.16801589,941135.636
31.99456282,8.941908347,1327371.373
30.27266688,11.92627987,1062761.496
30.14067584,11.58369965,886360.967
33.91205656,5.245258631,1266330.058
30.90301215,10.00287417,1069406.662
31.76269227,11.10557943,1039162.562
33.25451684,6.793376389,1489398.277
32.45744044,10.63153487,1292876.541
34.05125475,6.940985048,1446083.513
34.58583973,5.5013167,1441198.935
28.52420463,18.99336378,770074.929
34.86852736,5.794576551,1888612.914
30.4349071,12.04941339,942114.967
33.60526804,8.280469151,1275038.356
30.61922729,10.49931167,1249614.542
30.46082205,13.30715903,905822.562
33.82572305,7.887893985,1289516.759
31.97703051,9.563896992,1238478.633
32.97922634,9.269879027,1326368.079
33.95428751,7.345508159,1531611.188
31.81768769,12.24185595,1031517.017
27.78676717,23.00550225,836705.213
28.26879976,18.24826363,909584.523
36.4725017,5.142229375,1937048.212
33.27788275,10.21064841,1396307.671
31.96733849,10.7751779,1091718.395
31.35251983,12.31113771,1141690.7
33.40262579,9.762708147,1434077.005
40.78037199,3.901442346,3313446.965
35.93932289,6.658899643,1421184.874
35.85232628,5.823971076,2004222.346
36.82711026,4.895292099,1862179.269
27.6993805,29.3498159,601851.663
32.37347834,7.735506243,1217882.35
35.10316994,6.583955859,1720621.448
33.10168138,11.24665055,1178291.245
34.7248604,9.449547069,1635739.455
33.7659118,9.333055767,1337266.708
33.51427039,8.013405763,1206096.209
32.6095532,13.24084372,1248406.838
33.05687508,11.65335209,1408199.082
37.94471268,6.559167891,1935067.553
34.09105059,10.08298009,1441293.624
31.90863378,13.32955745,1125301.903
29.68661146,27.03468542,843655.403
33.77857057,12.88547235,1281857.116
31.11591795,15.15290911,1181578.324
33.02037871,10.88641039,1360939.96
37.50850304,6.604287965,2306920.574
32.55003226,11.51857774,1339137.568
31.32648257,20.15083139,1189211.111
32.53911431,13.43776353,1438687.934
34.63441973,9.631131347,1230477.853
33.86946885,9.785871443,1459867.843
31.39821332,17.06717511,988134.1
31.40078964,20.8503867,1149758.059
35.47545659,7.983072692,1647284.715
31.89478343,17.3212571,1197554.241
30.29534139,22.99169364,965288.745
33.65231463,11.18421974,1583923.396
34.06869164,9.765965946,1549576.605
31.68238785,19.73917317,1051952.926
34.24184808,11.96559435,1733249.89
34.38431954,10.41071786,1554517.778
37.41155543,5.021156991,1758131.017
33.56920136,13.46320824,1637386.475
34.68944566,9.836066748,1410025.732
32.20670194,12.53134472,1440457.396
33.4590085,12.78057475,1528596.209
51.59955155,4.166154973,6328766.26
33.26407642,13.20035061,1302363.679
32.76406232,13.64359171,1601523.889
34.73314354,11.25970066,1423393.973
33.4615291,15.02264106,1424591.242
34.45526041,11.85051614,1825966.887
34.36595059,11.02172089,2061940.356
39.69380078,6.251475514,3375381.586
31.62482601,18.60868998,1001926.896
33.54375739,14.49611116,1540188.102
34.63236911,11.79245283,1757609.56
38.03114737,8.485271176,2214219.459
37.36111468,7.026534686,2513566.854
32.98828853,10.46737332,1257067.12
38.13918667,6.444456516,2184319.166
32.84742014,11.53952612,1491822.879
36.25002869,9.059990876,1981249.695
25.36729252,17.03551831,79951.116
35.01401477,12.72286726,1561743.293
32.16745607,24.27335488,1276222.051
34.02296416,11.7255005,1398350.56
32.90305928,13.88716754,1534304.502
34.1587974,16.57961223,1379598.051
33.14871823,11.94554901,1506680.909
36.74559266,10.4724603,2124444.011
38.79212923,8.590856399,2478333.414
36.83327069,13.28630819,2340044.076
34.90244375,14.23398796,1967058.43
43.57238208,3.737470277,2733248.174
29.23992066,19.01940724,703042.501
32.8015274,19.53088369,1537997.913
33.77259969,18.58431966,1522445.604
35.67592774,10.86282926,1853283.204
35.64515437,11.31984656,1668373.86
36.90746523,7.463359754,1808275.19
33.70157978,18.6017896,1572093.723
33.09612168,15.8356634,1102598.483
37.74155906,11.74431498,2238582.402
34.04389784,21.99249357,1506360.448
34.03896929,19.07736332,1543910.37
39.0823368,9.95408297,2783478.221
38.36042896,7.029368114,1637283.165
37.44604612,7.763048048,1794072.018
35.23188755,14.20102701,1772851.526
32.26976263,24.06641251,1254935.595
31.71937389,25.59337484,1506819.036
44.29209907,3.669174206,3410623.931
33.86804777,18.74818759,1362026.924
34.5698571,18.23751918,1588824.95
27.16271802,23.0496005,510023.737
35.36260977,21.78252592,1650440.138
37.01739996,16.22503967,2036779.206
40.13634836,7.039144251,2524863.343
34.0729648,17.81356604,1533674.495
32.12968581,28.81728437,1261404.809
33.2193844,26.87691282,1231983.407
35.39308803,14.13849377,1874859.532
32.81490043,21.0669401,1378543.718
35.63752699,13.9817514,1605549.368
37.46032862,10.85261668,1806579.805
41.14673037,6.379760572,3171460.921
36.07964357,16.40217802,1992409.269
34.83887426,19.38490466,1629478.77
34.47568128,17.33258817,1276332.015
43.43268654,5.660064689,3463432.751
33.40289449,26.20931845,1163431.806
33.51281009,30.70945594,1129087.627
35.90326448,19.66203392,2136680.466
34.72662466,18.98705964,1551615.837
36.50589007,15.52441136,2017265.931
38.11063631,9.278003239,1957127.563
36.17628616,15.51744701,2095095.848
38.12734858,13.92916721,1953138.041
37.1736685,9.598913428,1974346.854
37.03417611,15.05714227,2276477.866
40.77347986,8.75809837,3023100.238
30.83450616,27.13968612,1520211.953
40.68845979,7.184280155,3531596.398
36.31494486,21.18742681,1455261.4
35.50958335,22.25305176,1458168.808
40.99513642,7.877777408,2880425.911
36.46587309,15.27338945,2084643.75
36.94846181,13.72778753,2293970.078
29.43852442,39.25117039,498706.207
34.84584581,23.26001911,1576337.399
41.03496875,7.180138737,2721630.835
36.61369826,16.1581821,1917067.304
44.04784853,5.728153224,3795699.726
26.93337019,18.69189912,259234.186
35.96426574,16.89309813,1610048.427
42.0206266,7.526606236,3306525.546
40.91380268,7.876732615,3701631.761
38.39324368,10.74468171,2473351.42
37.50319613,10.74646705,2084742.708
31.55282254,41.06369351,1303686.382
36.42172882,14.58837902,1678262.617
39.81411119,8.088010995,2981493.832
36.27669858,16.01975244,1699551.723
39.72827935,8.923578409,2331785.644
40.72316785,13.6631422,3250484.889
35.10341095,14.33312676,1794232.534
35.33581894,22.25232119,1724394.458
36.21830283,15.7079296,1596972.379
38.61426045,15.37340341,2704489.424
34.93495771,26.50875183,1413317.029
36.06916217,22.46002443,2253291.947
36.07152367,22.79454731,1883232.628
37.53437185,19.06674236,3567645.159
36.58552268,24.87931401,1653008.331
43.21086403,7.069691059,3305240.214
38.57947369,12.58194609,2347704.606
32.76579634,31.24987027,1501501.506
37.34866504,20.37956272,2117833.566
43.43926519,7.512065693,4088878.969
43.08561767,7.747408107,4772794.487
39.84895218,17.61484552,2704426.242
35.43819564,21.05845767,2100866.247
35.81988428,23.24318696,2180015.232
34.91189081,34.52142297,1549825.997
41.36293377,11.51677035,2975616.808
39.04357566,17.30831723,2756002.836
36.11897825,21.20633955,1911675.145
34.11448725,32.35592145,1716960.037
34.49778645,35.06226746,1397322.338
40.7009936,12.28697572,2381196.177
38.05120787,22.73547639,2902436.213
34.79934798,35.1776005,1802349.797
41.03825581,11.0427701,2973236.568
37.57403013,14.21293251,2100146.993
34.51487679,32.69180441,2038260.076
52.93863362,7.917988756,7747593.607
35.06547618,30.06735507,2017374.853
39.06284744,16.63030362,3027369.71
40.59955665,11.94620839,3403467.268
39.21033665,20.7343789,2976838.523
34.95854659,31.99051771,2015732.345
39.73716183,17.03462676,2621295.446
38.04484104,20.2702151,2260643.765
37.07769707,24.35959577,2114721.915
35.74272094,31.35198378,1827497.177
37.66047158,23.10187432,3182359.236
41.67559382,13.50965216,3374181.229
42.03611067,8.793970164,4295325.939
35.22098693,41.17805349,1737983.429
40.53074191,18.24265597,2945045.396
34.68792874,31.76603608,1632249.604
35.62857435,40.14669475,1729635.228
35.59801666,30.23709315,2088602.632
47.84064412,6.233210472,4914329.252
37.45570277,28.07371869,2303537.94
39.75193278,21.08893624,3021050.176
34.6901241,36.41143023,1605507.115
39.00844204,19.06367518,3155868.565
30.95188847,49.11889566,565973.35
37.84900078,29.16801129,3269165.632
36.67086514,29.5887896,2195849.064
38.98231843,23.54405473,2791237.61
37.81515675,28.22941549,2026448.383
45.85420842,9.083986337,4282645.705
36.48584822,28.43709905,1671983.913
37.98753374,21.93292316,1780917.318
41.1441714,24.9906756,2427917.456
35.64083487,50.99344599,987057.561
47.18274155,9.307402192,5966917.261
46.60572465,8.58381466,4547878.38
36.92343321,40.49973737,1495941.223
31.2988995,35.67948471,1114918.58
41.66859381,15.04429371,3492301.679
38.11776581,23.43987445,2971117.175
32.40913174,28.79884133,1621482.513
34.12768436,38.28638064,1532893.807
38.75055651,23.12857171,2015267.57
33.89515629,59.85682247,1285812.32
37.6696253,30.18913795,2348072.073
38.63210362,23.05022253,2120364.378
43.61955937,12.22745474,4042494.53
32.42365001,34.45231074,1462153.368
26.08246192,34.24289964,213686.611
36.36559267,29.92444967,2009428.783
39.05973374,30.41645483,2798862.73
39.51312706,20.01188129,2169740.073
39.70177125,24.07964119,2214719.762
42.28936876,16.55587735,3205184.56
45.51166367,16.57492543,5053867.339
38.82728499,33.13759934,2351892.769
38.35163647,31.2152055,2144663.179
34.67924322,48.75994153,1542709.29
42.35318323,21.50614462,2841317.162
40.7885175,22.07695186,2794632.292
38.9547834,25.44948331,2515093.088
39.40172902,23.81064557,2428571.601
41.5190531,18.7664596,3683204.74
39.29413264,22.67684353,3107798.359
45.52265238,9.671113221,3580872.66
48.94521304,7.802733791,6065705.55
45.67094043,10.02074426,4040846.605
48.11953501,8.167225352,4042569.9
37.73889545,21.23921179,2294095.876
40.97166619,21.92650381,3162024.085
42.93502323,15.36968702,2660114.645
55.53338311,5.079418913,6450479.775
40.10839526,23.58826803,2854755.006
39.72019398,31.74297325,3296942.694
39.55577948,29.656627,2468236.343
39.7459525,24.93809835,2630056.94
39.78665115,26.77428314,2697564.906
39.84245851,24.09941491,2994364.832
40.89587449,23.69851515,2853789.367
40.40936228,27.59084431,2477519.763
41.11898868,25.19277326,3005946.925
42.10177621,33.65479547,3532119.214
39.95811907,25.95172125,2588950.079
48.58081257,10.78226101,4911750.548
43.15170228,15.44378934,3048734.595
37.23865143,40.85138936,2355950.407
40.09849324,39.12117144,2661758.917
56.52513945,5.071869691,8234565.852
41.67523653,17.53909467,2678804.063
39.9606828,34.63754901,2792583.421
36.33051734,42.97343897,2066380.482
37.72904703,39.89446241,2414689.859
45.15634828,16.64336051,3621968.407
45.70856758,16.68561468,3725970.674
39.87821749,28.15900932,2754183.767
41.2612083,32.35754951,3263909.883
33.21540305,27.42988814,1230497.801
40.47880902,28.9066516,2863931.524
40.57391564,25.11992428,2739638.944
43.73013835,23.83054719,3874349.23
31.88057653,47.2429546,622302.936
43.33983745,20.92360383,3442367.298
38.44036225,50.68285598,1946128.894
38.23555767,33.95567949,2595818.765
39.56708,35.28818249,2704978.271
40.84894368,35.00575697,2955322.188
51.89019686,10.15993219,5871894.473
47.86972185,12.99278339,6517429.959
45.27465505,13.90126566,4422969.326
43.90712004,20.74501788,3706695.458
38.62690254,41.12440609,2526045.164
46.23044008,15.73952667,5416817.559
44.68711291,21.33412736,3634054.201
39.51358285,37.44369817,2778947.184
46.89834357,17.70108777,5232806.96
41.42130575,28.37686834,3138073.758
44.23573442,25.57800858,2992268.895
39.6441944,32.34472625,2905593.305
39.1286965,34.03492627,2596552.116
36.53275736,42.3765886,2695971.136
41.10149608,35.34747746,3275043.896
40.99210778,43.83021972,3865759.708
41.20243342,33.65038268,2909573.553
39.87050376,37.90311419,2450303.904
34.83481908,38.47549155,2434050.89
38.71764404,44.86221065,2739159.581
41.09185077,33.02218866,2866034.399
41.21353904,30.80295639,3157564.812
38.00002237,59.55433154,2413554.924
43.59171378,36.52680398,3929441.455
46.90615738,13.78207845,5075647.068
48.13639174,17.47930103,4220000.601
46.50004602,14.30178239,3436064.342
44.4696293,24.6900609,4013346.926
40.54601657,29.05927547,2723811.366
46.940384,21.89055959,6916616.985
42.65007679,27.82665689,2767360.453
49.35798497,15.08087722,5332261.889
43.90657343,25.8583052,4336300.073
46.24367103,17.04317592,4968674.82
48.33804258,18.02793766,4507103.224
49.06193249,21.86598244,5998516.94
44.04967945,30.38992766,4707434.236
33.44268963,79.09985522,1777152.839
33.44348845,78.34225418,1600484.438
40.51272812,33.34237162,2890228.613
40.27115568,44.91214698,2759408.472
45.17871966,27.60787436,3715825.625
42.11999549,34.38623954,3672431.096
41.94853371,31.4542509,3221410.826
58.62525394,7.085237414,12694658.16
40.49335032,42.17117714,2507738.826
39.00979774,42.85154664,2586366.165
44.6016058,31.01758919,4287142.156
42.76769377,48.29051239,2865874.464
41.10388473,45.90775272,2368378.833
41.33826121,40.73498697,3278034.819
38.66139185,54.17745372,2117253.807
38.33878389,62.93789656,2317264.355
43.96725304,32.65723959,2871678.064
45.17808938,26.57267181,4047323.814
39.61383672,55.03684773,2428443.462
39.13760404,39.14682195,3104321.683
52.53890587,18.52924399,6176028.278
